comment_id,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
115020,1359482,RR v PBKS,PBKS,RR,PBKS,1,16,2,4,"Chahal to S Dhawan, FOUR",True,False,False,28235,Shikhar Dhawan,62,42,430246,Yuzvendra Chahal,3.2,0,47,0,721867,Jitesh Sharma,27,15,277912.0,Trent Boult,4.0,0.0,38.0,0.0,,,,,,,False,"full on the wide guideline, Shikhar is determined to keep going for the reverse sweep and nails this high and deep over backward point, landing one bounce before going over the rope.",,
115030,1359482,RR v PBKS,PBKS,RR,PBKS,1,16,3,1,"Chahal to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,63,43,430246,Yuzvendra Chahal,3.3,0,48,0,721867,Jitesh Sharma,27,15,277912.0,Trent Boult,4.0,0.0,38.0,0.0,,,,,,,False,"low full toss outside leg stump at ankle height, flicked to deep midwicket for one.",,
115050,1359482,RR v PBKS,PBKS,RR,PBKS,1,16,4,0,"Chahal to Sharma, OUT",False,False,False,721867,Jitesh Sharma,27,16,430246,Yuzvendra Chahal,3.4,0,49,1,28235,Shikhar Dhawan,63,43,277912.0,Trent Boult,4.0,0.0,38.0,0.0,721867.0,Jitesh Sharma,Yuzvendra Chahal,27.0,16.0,JM Sharma c Parag b Chahal 27 (31m 16b 2x4 1x6) SR: 168.75,False,"low full toss on fifth stump, charges and tries to slap this over long-off but it comes too low off the bat at ankle height and hangs up for an easy catch taken by Riyan Parag 10 yards in from the rope at chest height.",,<p><b>Strategic timeout called after the wicket.</b></p>
115040,1359482,RR v PBKS,PBKS,RR,PBKS,1,16,4,1,"Chahal to Sharma, 1 wide",False,True,False,721867,Jitesh Sharma,27,15,430246,Yuzvendra Chahal,3.3,0,49,0,28235,Shikhar Dhawan,63,43,277912.0,Trent Boult,4.0,0.0,38.0,0.0,,,,,,,False,"good length ball spins away past the wide guideline, left alone and wide called.",,
115060,1359482,RR v PBKS,PBKS,RR,PBKS,1,16,5,1,"Chahal to Sikandar Raza, 1 run",False,False,False,299572,Sikandar Raza,1,1,430246,Yuzvendra Chahal,3.5,0,50,1,28235,Shikhar Dhawan,63,43,277912.0,Trent Boult,4.0,0.0,38.0,0.0,,,,,,,False,"full on middle, flicked to long-on for one.",,
115070,1359482,RR v PBKS,PBKS,RR,PBKS,1,16,6,0,"Chahal to S Dhawan, no run",False,False,False,28235,Shikhar Dhawan,63,44,430246,Yuzvendra Chahal,4.0,0,50,1,299572,Sikandar Raza,1,1,277912.0,Trent Boult,4.0,0.0,38.0,0.0,,,,,,,False,"full on fifth stump, Shikhar goes for another reverse sweep but misses off the pads and it dribbles to the keeper.",,<p><b>Impact player switch has been made for Rajasthan. Chahal goes off after completing his spell. He's been replaced by Dhruv Jurel.</b></p>
116010,1359482,RR v PBKS,PBKS,RR,PBKS,1,17,1,0,"Ashwin to Sikandar Raza, OUT",False,False,False,299572,Sikandar Raza,1,2,26421,Ravichandran Ashwin,3.1,0,19,1,28235,Shikhar Dhawan,63,44,430246.0,Yuzvendra Chahal,4.0,0.0,50.0,1.0,299572.0,Sikandar Raza,Ravichandran Ashwin,1.0,2.0,Sikandar Raza  b Ashwin 1 (2m 2b 0x4 0x6) SR: 50.00,False,<strong>bullseye!</strong> Good length carrom ball darted in at 96 kph on off stump and skids away past a flat-footed poke to flick the outer half of off stump 3/4 of the way up.,,
116020,1359482,RR v PBKS,PBKS,RR,PBKS,1,17,2,1,"Ashwin to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,1,1,26421,Ravichandran Ashwin,3.2,0,20,1,28235,Shikhar Dhawan,63,44,430246.0,Yuzvendra Chahal,4.0,0.0,50.0,1.0,,,,,,,False,"length ball on the legs, flicked through wide backward square leg for one.",,
116030,1359482,RR v PBKS,PBKS,RR,PBKS,1,17,3,1,"Ashwin to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,64,45,26421,Ravichandran Ashwin,3.3,0,21,1,719719,M Shahrukh Khan,1,1,430246.0,Yuzvendra Chahal,4.0,0.0,50.0,1.0,,,,,,,False,"good length ball on fifth stump, goes to reverse and miscues this tamely to short third for one.",,
116040,1359482,RR v PBKS,PBKS,RR,PBKS,1,17,4,1,"Ashwin to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,2,2,26421,Ravichandran Ashwin,3.4,0,22,1,28235,Shikhar Dhawan,64,45,430246.0,Yuzvendra Chahal,4.0,0.0,50.0,1.0,,,,,,,False,"full on the legs, flicked to deep backward square leg for one.",,
116050,1359482,RR v PBKS,PBKS,RR,PBKS,1,17,5,1,"Ashwin to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,65,46,26421,Ravichandran Ashwin,3.5,0,23,1,719719,M Shahrukh Khan,2,2,430246.0,Yuzvendra Chahal,4.0,0.0,50.0,1.0,,,,,,,False,"full outside leg, charges and heaves this off a very thin edge to short fine leg for one.",,
116060,1359482,RR v PBKS,PBKS,RR,PBKS,1,17,6,2,"Ashwin to Shahrukh Khan, 2 runs",False,False,False,719719,M Shahrukh Khan,4,3,26421,Ravichandran Ashwin,4.0,0,25,1,28235,Shikhar Dhawan,65,46,430246.0,Yuzvendra Chahal,4.0,0.0,50.0,1.0,,,,,,,False,"length ball on the stumps, slapped down the ground, tumbling stop on the rope saves two runs.",,
117010,1359482,RR v PBKS,PBKS,RR,PBKS,1,18,1,1,"Holder to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,66,47,391485,Jason Holder,2.1,0,14,1,719719,M Shahrukh Khan,4,3,26421.0,Ravichandran Ashwin,4.0,0.0,25.0,1.0,,,,,,,False,"full and follows him backing away from leg with a delivery speared into the legs, jammed out off an inside edge into the pads for one.",<p>Holder back around the wicket.</p>,
117020,1359482,RR v PBKS,PBKS,RR,PBKS,1,18,2,0,"Holder to Shahrukh Khan, no run",False,False,False,719719,M Shahrukh Khan,4,4,391485,Jason Holder,2.2,0,14,1,28235,Shikhar Dhawan,66,47,26421.0,Ravichandran Ashwin,4.0,0.0,25.0,1.0,,,,,,,False,"wide yorker slanted across sixth stump, tries to jam this out but can't get bat on it.",<p>Holder stays around the stumps to the righty.</p>,
117030,1359482,RR v PBKS,PBKS,RR,PBKS,1,18,3,1,"Holder to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,5,5,391485,Jason Holder,2.3,0,15,1,28235,Shikhar Dhawan,66,47,26421.0,Ravichandran Ashwin,4.0,0.0,25.0,1.0,,,,,,,False,"goes for wide yorker again, sends down a knee high full toss slapped to extra cover. Picks out Hetmyer on the ring who flings a tight relay to Holder trying to deny the single. A direct hit would've been out but enough time passes with Holder collecting and trying to bring the ball back to the stumps to allow the single to happen safely.",,
117040,1359482,RR v PBKS,PBKS,RR,PBKS,1,18,4,0,"Holder to S Dhawan, no run",False,False,False,28235,Shikhar Dhawan,66,48,391485,Jason Holder,2.4,0,15,1,719719,M Shahrukh Khan,5,5,26421.0,Ravichandran Ashwin,4.0,0.0,25.0,1.0,,,,,,,False,"slower bouncer over fifth stump, Shikhar tries to reverse ramp this and misses.",,
117050,1359482,RR v PBKS,PBKS,RR,PBKS,1,18,5,6,"Holder to S Dhawan, SIX",True,False,False,28235,Shikhar Dhawan,72,49,391485,Jason Holder,2.5,0,21,1,719719,M Shahrukh Khan,5,5,26421.0,Ravichandran Ashwin,4.0,0.0,25.0,1.0,,,,,,,False,"<strong>marvelous!</strong> Full on middle, Shikhar premeditates the reverse and flicks this over backward point just barely landing over the rope for six.",,
117060,1359482,RR v PBKS,PBKS,RR,PBKS,1,18,6,1,"Holder to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,73,50,391485,Jason Holder,3.0,0,22,1,719719,M Shahrukh Khan,5,5,26421.0,Ravichandran Ashwin,4.0,0.0,25.0,1.0,,,,,,,False,"full outside leg, flicked to deep backward square leg for one.",,
118020,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,1,6,"Asif to S Dhawan, SIX",True,False,False,28235,Shikhar Dhawan,79,51,1083030,KM Asif,3.1,0,46,0,719719,M Shahrukh Khan,5,5,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,"length ball on fifth stump, Shikhar shuffles outside off stump again and scoops this high over deep fine leg, sharp catch taken by a Kings player moving outside the dugout.",,
118010,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,1,1,"Asif to S Dhawan, 1 wide",False,True,False,28235,Shikhar Dhawan,73,50,1083030,KM Asif,3.0,0,40,0,719719,M Shahrukh Khan,5,5,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,"<b>Kings are reviewing an umpiring decision given as not a wide. </b> Shikhar shuffled way outside off, almost to the wide guideline outside off, to swat a thigh high full toss that was bowled off the pitch. It landed beyond the cut strip. This is an interesting call. It was technically within arms reach to play at considering Shikhar's position at time of delivery, but it landed so far off the cut strip that it is being given as a wide. <b>So Shikhar wins the review with an assist from Shahrukh Khan at the non-striker's end who had a good angle to recommend. </b>",,
118030,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,2,1,"Asif to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,80,52,1083030,KM Asif,3.2,0,47,0,719719,M Shahrukh Khan,5,5,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,"137 kph length ball on fifth stump, slapped on the up to Riyan Parag at mid-off who dives along the ring to save three runs.",,"<p>MikeB: ""I thought pitching off the cut strip was a no ball?"" I think the umpire deemed it as a wide instead of a no ball because it landed beyond the 22 yards instead of adjacent within the 22 yards, which would be a no ball. Very slight nuance.</p>"
118050,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,3,4,"Asif to S Dhawan, FOUR",True,False,False,28235,Shikhar Dhawan,84,53,1083030,KM Asif,3.3,0,52,0,719719,M Shahrukh Khan,5,6,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,"low full toss at shin height going for a wide yorker, but Shikhar gets outside the line of off to spank this over extra cover, one bounce over the rope.",,
118040,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,3,1,"Asif to Shahrukh Khan, (no ball) 1 bye",False,False,True,719719,M Shahrukh Khan,5,6,1083030,KM Asif,3.2,0,48,0,28235,Shikhar Dhawan,80,52,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,full toss at chest height sails way down the leg side and escapes Samson. They take another run and a no ball is called on height so Shikhar will get the free hit.,,
118060,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,4,1,"Asif to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,85,54,1083030,KM Asif,3.4,0,53,0,719719,M Shahrukh Khan,5,6,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,"slower bouncer on the stumps, pulled behind square for one.",,
118070,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,5,1,"Asif to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,6,7,1083030,KM Asif,3.5,0,54,0,28235,Shikhar Dhawan,85,54,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,"yorker speared into the legs at 133 kph, inside edges this off the feet behind square leg for one.",,"<p>Charvik : ""If they are checking for bat and ball contact, then how in universe it can be wide."" Agree, the sequence had an element of absurdity to it.</p>"
118080,1359482,RR v PBKS,PBKS,RR,PBKS,1,19,6,0,"Asif to S Dhawan, no run",False,False,False,28235,Shikhar Dhawan,85,55,1083030,KM Asif,4.0,0,54,0,719719,M Shahrukh Khan,6,7,391485.0,Jason Holder,3.0,0.0,22.0,1.0,,,,,,,False,yorker at 138 kph on leg stump jammed out straight to midwicket for none.,,"<p>Ashish: ""Leave the nuance, it was ridiculous to give it a wide after Dhawan moved so far."" No disagreement here.</p>"
119010,1359482,RR v PBKS,PBKS,RR,PBKS,1,20,1,1,"Holder to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,7,8,391485,Jason Holder,3.1,0,23,1,28235,Shikhar Dhawan,85,55,1083030.0,KM Asif,4.0,0.0,54.0,0.0,,,,,,,False,"thigh high full toss on fifth stump, flubs a pull through midwicket for one.",<p>Holder to continue around the wicket to the righty.</p>,"<p>Nandagopal: ""Despite Dhawan kicking on to score 55 of last 24 balls, his initial approach may still cost Kings the match. Moreover, what if he had failed to kick on?""</p>"
119020,1359482,RR v PBKS,PBKS,RR,PBKS,1,20,2,1,"Holder to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,86,56,391485,Jason Holder,3.2,0,24,1,719719,M Shahrukh Khan,7,8,1083030.0,KM Asif,4.0,0.0,54.0,0.0,,,,,,,False,"135 kph yorker on leg stump, Shikhar shuffled across and reverse swats this through point off his toes for one.",,
119030,1359482,RR v PBKS,PBKS,RR,PBKS,1,20,3,4,"Holder to Shahrukh Khan, FOUR",True,False,False,719719,M Shahrukh Khan,11,9,391485,Jason Holder,3.3,0,28,1,28235,Shikhar Dhawan,86,56,1083030.0,KM Asif,4.0,0.0,54.0,0.0,,,,,,,False,"attempted yorker on leg stump, comes in as a shin high full toss at 129 kph and is flick/scooped over fine leg, one bounce over the rope.",,
119040,1359482,RR v PBKS,PBKS,RR,PBKS,1,20,4,0,"Holder to Shahrukh Khan, OUT",False,False,False,719719,M Shahrukh Khan,11,10,391485,Jason Holder,3.4,0,28,2,28235,Shikhar Dhawan,86,56,1083030.0,KM Asif,4.0,0.0,54.0,0.0,719719.0,M Shahrukh Khan,Jason Holder,11.0,10.0,M Shahrukh Khan c Buttler b Holder 11 (23m 10b 1x4 0x6) SR: 110.00,False,"full in the slot slanted across eighth stump, Shahrukh goes to drive this over long-on but comes more off the toe. Buttler puts in another brilliant effort charging in from the rope 20 yards. The previous catch he took diving head first. This time he slides feet first to get his body under control and takes a knee height catch in front of his chest. Technically very different from his first approach, but equally flawless.",,
210,1359482,RR v PBKS,PBKS,RR,RR,2,1,1,6,"Curran to Jaiswal, SIX",True,False,False,1151278,Yashasvi Jaiswal,6,1,662973,Sam Curran,0.1,0,6,0,26421,Ravichandran Ashwin,0,0,,,,,,,,,,,,,False,"<strong>now that's a way to get the chase underway!</strong> Length ball on the hips, just flicks this effortlessly over square leg.","<p>Sam Curran has the new ball in hand facing Jaiswal. <b>In a bit of a wildcard move, R Ashwin is opening opposite him. </b></p>",
220,1359482,RR v PBKS,PBKS,RR,RR,2,1,2,0,"Curran to Jaiswal, no run",False,False,False,1151278,Yashasvi Jaiswal,6,2,662973,Sam Curran,0.2,0,6,0,26421,Ravichandran Ashwin,0,0,,,,,,,,,,,,,False,"full on fifth stump, punched back down the pitch for none.",,<p>Ashwin has opened one other time in the IPL. Made 11 off 13 balls in a match in 2013.</p>
230,1359482,RR v PBKS,PBKS,RR,RR,2,1,3,0,"Curran to Jaiswal, no run",False,False,False,1151278,Yashasvi Jaiswal,6,3,662973,Sam Curran,0.3,0,6,0,26421,Ravichandran Ashwin,0,0,,,,,,,,,,,,,False,"full on off, driven firmly to mid-on for none.",,"<p>Sahil: ""Really hurts to see ashwin getting promoted regularly in RR, while DC just can't see a reason to promote axar.""</p>"
240,1359482,RR v PBKS,PBKS,RR,RR,2,1,4,0,"Curran to Jaiswal, no run",False,False,False,1151278,Yashasvi Jaiswal,6,4,662973,Sam Curran,0.4,0,6,0,26421,Ravichandran Ashwin,0,0,,,,,,,,,,,,,False,"full on off stump, punched firmly to mid-off for none.",,<p>Buttler is padded up in the dugout.</p>
250,1359482,RR v PBKS,PBKS,RR,RR,2,1,5,1,"Curran to Jaiswal, 1 run",False,False,False,1151278,Yashasvi Jaiswal,7,5,662973,Sam Curran,0.5,0,7,0,26421,Ravichandran Ashwin,0,0,,,,,,,,,,,,,False,"length ball on fifth stump, slices a cut to deep backward point for one.",,
260,1359482,RR v PBKS,PBKS,RR,RR,2,1,6,0,"Curran to Ashwin, no run",False,False,False,26421,Ravichandran Ashwin,0,1,662973,Sam Curran,1.0,0,7,0,1151278,Yashasvi Jaiswal,7,5,,,,,,,,,,,,,False,"length ball on fifth stump, goes to drive and misses.",,<p>A bit of confusion as to why Buttler did not open. He may have left the field to receive treatment for a finger injury after he took the sliding catch in the final over of the first innings. But he looks healthy and padded up in the dugout right now.</p>
21010,1359482,RR v PBKS,PBKS,RR,RR,2,2,1,4,"Arshdeep Singh to Jaiswal, FOUR",True,False,False,1151278,Yashasvi Jaiswal,11,6,1125976,Arshdeep Singh,0.1,0,4,0,26421,Ravichandran Ashwin,0,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,,,,,,,False,"length ball on seventh stump, cuts this firmly behind point and goes to the rope.",,
21030,1359482,RR v PBKS,PBKS,RR,RR,2,2,2,0,"Arshdeep Singh to Jaiswal, no run",False,False,False,1151278,Yashasvi Jaiswal,11,7,1125976,Arshdeep Singh,0.2,0,5,0,26421,Ravichandran Ashwin,0,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,,,,,,,False,"slower length ball on seventh stump, goes to cut and misses.",,
21020,1359482,RR v PBKS,PBKS,RR,RR,2,2,2,1,"Arshdeep Singh to Jaiswal, 1 wide",False,True,False,1151278,Yashasvi Jaiswal,11,6,1125976,Arshdeep Singh,0.1,0,5,0,26421,Ravichandran Ashwin,0,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,,,,,,,False,"length ball sliding down the leg side, wide called.",,
21050,1359482,RR v PBKS,PBKS,RR,RR,2,2,3,0,"Arshdeep Singh to Jaiswal, OUT",False,False,False,1151278,Yashasvi Jaiswal,11,8,1125976,Arshdeep Singh,0.3,0,6,1,26421,Ravichandran Ashwin,0,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,1151278.0,Yashasvi Jaiswal,Arshdeep Singh,11.0,8.0,YBK Jaiswal c sub (MW Short) b Arshdeep Singh 11 (12m 8b 1x4 1x6) SR: 137.50,False,"fullish length ball on sixth stump, drives loosely to extra cover. Basic catch taken at waist height. Fielder didn't have to move left or right. Matthew Short, on as a sub for Rajapaksa who was injured batting, takes the catch sliding forward on his haunches in front of his chest.",,<p>Buttler arrives at No. 3.</p>
21040,1359482,RR v PBKS,PBKS,RR,RR,2,2,3,1,"Arshdeep Singh to Jaiswal, 1 wide",False,True,False,1151278,Yashasvi Jaiswal,11,7,1125976,Arshdeep Singh,0.2,0,6,0,26421,Ravichandran Ashwin,0,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,,,,,,,False,"length ball slides well outside the off stump guideline, left alone and wide called.",,
21060,1359482,RR v PBKS,PBKS,RR,RR,2,2,4,3,"Arshdeep Singh to Buttler, 3 runs",False,False,False,308967,Jos Buttler,3,1,1125976,Arshdeep Singh,0.4,0,9,1,26421,Ravichandran Ashwin,0,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,,,,,,,False,"length ball on seventh stump, stroked on the up through extra cover, sliding stop on the rope saves a run to keep it to three.",<p>Arshdeep comes around the wicket to Buttler.</p>,
21070,1359482,RR v PBKS,PBKS,RR,RR,2,2,5,0,"Arshdeep Singh to Ashwin, no run",False,False,False,26421,Ravichandran Ashwin,0,2,1125976,Arshdeep Singh,0.5,0,9,1,308967,Jos Buttler,3,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,,,,,,,False,"length ball outside off, goes to drive and is beaten.",,
21080,1359482,RR v PBKS,PBKS,RR,RR,2,2,6,0,"Arshdeep Singh to Ashwin, no run",False,False,False,26421,Ravichandran Ashwin,0,3,1125976,Arshdeep Singh,1.0,0,9,1,308967,Jos Buttler,3,1,662973.0,Sam Curran,1.0,0.0,7.0,0.0,,,,,,,False,"back of a length on fifth stump, pulls this flat into the ground to midwicket on the ring for none.",,
22010,1359482,RR v PBKS,PBKS,RR,RR,2,3,1,2,"Curran to Buttler, 2 runs",False,False,False,308967,Jos Buttler,5,2,662973,Sam Curran,1.1,0,9,0,26421,Ravichandran Ashwin,0,3,1125976.0,Arshdeep Singh,1.0,0.0,9.0,1.0,,,,,,,False,length ball swatted square through the ring for two.,,
22020,1359482,RR v PBKS,PBKS,RR,RR,2,3,2,2,"Curran to Buttler, 2 runs",False,False,False,308967,Jos Buttler,7,3,662973,Sam Curran,1.2,0,11,0,26421,Ravichandran Ashwin,0,3,1125976.0,Arshdeep Singh,1.0,0.0,9.0,1.0,,,,,,,False,<strong>dropped!</strong> Curran goes for the slower bouncer at 122 kph and Buttler struggles to keep the hands back flicking a pull toward Harpreet Brar charging in from the rope at deep square leg. He covers 20 yards and gets there in plenty enough time to reach forward in stride at rib height but shells this. It was 7/10 on difficulty due to the distance needed to cover but he got there upright without needing to dive and just fumbled it very clumsily.,,
22030,1359482,RR v PBKS,PBKS,RR,RR,2,3,3,4,"Curran to Buttler, FOUR",True,False,False,308967,Jos Buttler,11,4,662973,Sam Curran,1.3,0,15,0,26421,Ravichandran Ashwin,0,3,1125976.0,Arshdeep Singh,1.0,0.0,9.0,1.0,,,,,,,False,"short on fifth stump, pulled much more authoritatively through midwicket to the rope.",,
22040,1359482,RR v PBKS,PBKS,RR,RR,2,3,4,0,"Curran to Buttler, no run",False,False,False,308967,Jos Buttler,11,5,662973,Sam Curran,1.4,0,15,0,26421,Ravichandran Ashwin,0,3,1125976.0,Arshdeep Singh,1.0,0.0,9.0,1.0,,,,,,,False,"good length slower ball angled across fourth stump, beats Buttler prodding forward.",,
22050,1359482,RR v PBKS,PBKS,RR,RR,2,3,5,0,"Curran to Buttler, no run",False,False,False,308967,Jos Buttler,11,6,662973,Sam Curran,1.5,0,15,0,26421,Ravichandran Ashwin,0,3,1125976.0,Arshdeep Singh,1.0,0.0,9.0,1.0,,,,,,,False,"back of a length on the hips, goes back to flick and misses off the body, dribbles wide of the stumps for a dot.",,
22060,1359482,RR v PBKS,PBKS,RR,RR,2,3,6,1,"Curran to Buttler, 1 run",False,False,False,308967,Jos Buttler,12,7,662973,Sam Curran,2.0,0,16,0,26421,Ravichandran Ashwin,0,3,1125976.0,Arshdeep Singh,1.0,0.0,9.0,1.0,,,,,,,False,"back of a length on the legs, flicked through square leg for one.",,
23010,1359482,RR v PBKS,PBKS,RR,RR,2,4,1,1,"Arshdeep Singh to Buttler, 1 run",False,False,False,308967,Jos Buttler,13,8,1125976,Arshdeep Singh,1.1,0,10,1,26421,Ravichandran Ashwin,0,3,662973.0,Sam Curran,2.0,0.0,16.0,0.0,,,,,,,False,"low full toss on sixth stump, punched to extra cover for one.",,
23020,1359482,RR v PBKS,PBKS,RR,RR,2,4,2,0,"Arshdeep Singh to Ashwin, OUT",False,False,False,26421,Ravichandran Ashwin,0,4,1125976,Arshdeep Singh,1.2,0,10,2,308967,Jos Buttler,13,8,662973.0,Sam Curran,2.0,0.0,16.0,0.0,26421.0,Ravichandran Ashwin,Arshdeep Singh,0.0,4.0,R Ashwin c S Dhawan b Arshdeep Singh 0 (23m 4b 0x4 0x6) SR: 0.00,False,"<strong>the Ashwin experiment blows up, but not in the way that Rajasthan were hoping.</strong> Length ball on fifth stump, tries to pull this over mid-on but the ball climbs on him and produces a top-edge that floats in the air behind mid-on. Shikhar backpedals 10 yards before taking a catch at chest height.",,
23030,1359482,RR v PBKS,PBKS,RR,RR,2,4,3,0,"Arshdeep Singh to Samson, no run",False,False,False,425943,Sanju Samson,0,1,1125976,Arshdeep Singh,1.3,0,10,2,308967,Jos Buttler,13,8,662973.0,Sam Curran,2.0,0.0,16.0,0.0,,,,,,,False,"good length ball on fifth stump, defended to cover for none.",,
23040,1359482,RR v PBKS,PBKS,RR,RR,2,4,4,6,"Arshdeep Singh to Samson, SIX",True,False,False,425943,Sanju Samson,6,2,1125976,Arshdeep Singh,1.4,0,16,2,308967,Jos Buttler,13,8,662973.0,Sam Curran,2.0,0.0,16.0,0.0,,,,,,,False,"fullish length ball on fourth stump, Sanju winds up and wallops this high and deep over the bowler and it lands barely over the rope bouncing into the LCD ad boards in front of the sightscreen.",,
23050,1359482,RR v PBKS,PBKS,RR,RR,2,4,5,1,"Arshdeep Singh to Samson, 1 run",False,False,False,425943,Sanju Samson,7,3,1125976,Arshdeep Singh,1.5,0,17,2,308967,Jos Buttler,13,8,662973.0,Sam Curran,2.0,0.0,16.0,0.0,,,,,,,False,"length ball on fourth stump, pulled to deep square leg for one.",,
23060,1359482,RR v PBKS,PBKS,RR,RR,2,4,6,6,"Arshdeep Singh to Buttler, SIX",True,False,False,308967,Jos Buttler,19,9,1125976,Arshdeep Singh,2.0,0,23,2,425943,Sanju Samson,7,3,662973.0,Sam Curran,2.0,0.0,16.0,0.0,,,,,,,False,"half-volley on fifth stump, launches it halfway over the rope landing between the rope and the LCD ad boards.",,
24010,1359482,RR v PBKS,PBKS,RR,RR,2,5,1,0,"Harpreet Brar to Samson, no run",False,False,False,425943,Sanju Samson,7,4,1168641,Harpreet Brar,0.1,0,0,0,308967,Jos Buttler,19,9,1125976.0,Arshdeep Singh,2.0,0.0,23.0,2.0,,,,,,,False,"good length on fourth stump, defended.",<p>Harpreet brought on a short while after dropping Buttler. Left-arm around the stumps.</p>,
24020,1359482,RR v PBKS,PBKS,RR,RR,2,5,2,4,"Harpreet Brar to Samson, FOUR",True,False,False,425943,Sanju Samson,11,5,1168641,Harpreet Brar,0.2,0,4,0,308967,Jos Buttler,19,9,1125976.0,Arshdeep Singh,2.0,0.0,23.0,2.0,,,,,,,False,"length ball on fourth stump, Samson leans back and swats this flat toward long-off, Shahrukh charges forward with a diving effort coming off the rope but he got nowhere near the ball, it short hops him by three yards and escapes past him to the rope. Subtle line between brave and foolish and that was the latter.",,
24030,1359482,RR v PBKS,PBKS,RR,RR,2,5,3,4,"Harpreet Brar to Samson, FOUR",True,False,False,425943,Sanju Samson,15,6,1168641,Harpreet Brar,0.3,0,8,0,308967,Jos Buttler,19,9,1125976.0,Arshdeep Singh,2.0,0.0,23.0,2.0,,,,,,,False,"length ball wide outside off, carved with much less drama over wide extra cover to the rope.",,
24040,1359482,RR v PBKS,PBKS,RR,RR,2,5,4,0,"Harpreet Brar to Samson, no run",False,False,False,425943,Sanju Samson,15,7,1168641,Harpreet Brar,0.4,0,8,0,308967,Jos Buttler,19,9,1125976.0,Arshdeep Singh,2.0,0.0,23.0,2.0,,,,,,,False,"good length ball on the legs, goes to flick and misses off the pads.",,
24050,1359482,RR v PBKS,PBKS,RR,RR,2,5,5,1,"Harpreet Brar to Samson, 1 run",False,False,False,425943,Sanju Samson,16,8,1168641,Harpreet Brar,0.5,0,9,0,308967,Jos Buttler,19,9,1125976.0,Arshdeep Singh,2.0,0.0,23.0,2.0,,,,,,,False,"good length on fifth stump, tap and run short of mid-off for one.",,
24060,1359482,RR v PBKS,PBKS,RR,RR,2,5,6,0,"Harpreet Brar to Buttler, no run",False,False,False,308967,Jos Buttler,19,10,1168641,Harpreet Brar,1.0,0,9,0,425943,Sanju Samson,16,8,1125976.0,Arshdeep Singh,2.0,0.0,23.0,2.0,,,,,,,False,"good length ball skids on quicker on the stumps, defended to the off side.",,
25010,1359482,RR v PBKS,PBKS,RR,RR,2,6,1,4,"Ellis to Samson, FOUR",True,False,False,425943,Sanju Samson,20,9,826915,Nathan Ellis,0.1,0,4,0,308967,Jos Buttler,19,10,1168641.0,Harpreet Brar,1.0,0.0,9.0,0.0,,,,,,,False,"short and wide at 135 kph, gets on his toes and slaps this high over extra cover to the rope on two bounces.",,
